"","male","race_white","race_black","race_american_indian","race_asian_pacificislander","race_other","hispanic","grade","fam_income","fam_logincome","gen_health","close_to_people","part_of_school","students_prejudiced","happy_at_school","teachers_fair","school_feels_safe"
"5237",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,75000,11.2252567257629,"(1) (1) Excellent",1,1,2,2,4,2
"5238",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,40000,10.5966597327836,"(1) (1) Excellent",2,2,3,2,2,3
"5239",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,20000,9.90353755128617,"(2) (2) Very good",3,3,3,2,4,2
"5240",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(1) (1) Excellent",2,1,4,2,2,1
"5241",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,90000,11.4075760603618,"(1) (1) Excellent",1,1,5,2,3,2
"5242",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",4,2,4,1,2,2
"5243",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,70000,11.1562648066437,"(1) (1) Excellent",1,1,5,1,2,2
"5244",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,50000,10.8197982842103,"(2) (2) Very good",2,2,3,2,3,3
"5245",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,32000,10.3735224312936,"(2) (2) Very good",4,3,3,4,4,1
"5246",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,"(2) (2) Very good",2,2,2,2,2,2
"5247",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,85000,11.3504183001091,"(2) (2) Very good",2,1,5,1,3,1
"5248",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11,NA,NA,"(3) (3) Good",1,1,2,2,2,3
"5249",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12,60000,11.002116507732,"(1) (1) Excellent",1,1,2,1,3,3
"5250",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,70000,11.1562648066437,"(1) (1) Excellent",1,1,2,2,2,4
"5251",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,14000,9.54688403461792,"(3) (3) Good",1,1,1,3,3,1
"5252",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,50000,10.8197982842103,"(3) (3) Good",3,3,1,4,2,2
"5253",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(1) (1) Excellent",1,1,3,1,1,1
"5254",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,12,71000,11.1704492404313,"(2) (2) Very good",1,1,4,1,2,3
"5255",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,36000,10.4913019948302,"(3) (3) Good",2,2,3,1,3,2
"5256",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,47000,10.7579241570616,"(1) (1) Excellent",2,2,2,2,2,2
"5257",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,24000,10.0858507751287,"(3) (3) Good",1,3,1,2,2,2
"5258",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,0,0,"(1) (1) Excellent",2,2,2,4,2,2
"5259",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11,20000,9.90353755128617,"(2) (2) Very good",1,1,4,2,2,3
"5260",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12,41000,10.6213517356329,"(2) (2) Very good",5,5,2,5,3,3
"5261",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,15000,9.61587214452889,"(1) (1) Excellent",2,2,4,2,2,2
"5262",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,NA,NA,"(3) (3) Good",3,3,2,2,2,3
"5263",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,NA,NA,"(3) (3) Good",2,2,3,1,2,2
"5264",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,30000,10.3089859934221,"(3) (3) Good",2,3,4,3,2,4
"5265",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,52000,10.8590182281479,"(2) (2) Very good",3,2,2,2,2,2
"5266",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",4,3,2,3,3,3
"5267",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,33000,10.4042931430198,"(2) (2) Very good",3,4,2,5,2,2
"5268",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12,96000,11.4721138870624,"(3) (3) Good",1,1,4,1,2,1
"5269",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(3) (3) Good",1,2,3,2,2,2
"5270",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,NA,NA,"(2) (2) Very good",4,4,2,4,2,3
"5271",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,74000,11.2118338856085,"(2) (2) Very good",1,2,2,3,2,4
"5272",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,1e+05,11.5129354649202,"(2) (2) Very good",2,1,4,1,2,1
"5273",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,26000,10.1658902778025,"(1) (1) Excellent",4,4,4,2,2,2
"5274",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,43000,10.6689786502192,"(2) (2) Very good",2,2,1,2,2,2
"5275",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,62000,11.0349057929294,"(2) (2) Very good",2,1,2,1,1,2
"5276",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,35000,10.463131911492,"(2) (2) Very good",2,4,1,2,2,3
"5277",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,40000,10.5966597327836,"(3) (3) Good",3,2,2,3,4,3
"5278",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,130000,11.7752974217158,"(2) (2) Very good",3,2,2,2,3,3
"5279",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,57000,10.9508240905224,"(3) (3) Good",4,1,1,2,3,2
"5280",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,35000,10.463131911492,"(2) (2) Very good",3,2,2,3,4,2
"5281",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,40000,10.5966597327836,"(2) (2) Very good",2,2,2,3,3,2
"5282",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,15000,9.61587214452889,"(2) (2) Very good",2,1,4,1,2,2
"5283",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,9,22000,9.99884318585288,"(3) (3) Good",1,1,1,1,3,2
"5284",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,12,NA,NA,"(1) (1) Excellent",4,2,1,1,4,1
"5285",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(1) (1) Excellent",2,4,2,2,4,4
"5286",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,11,NA,NA,"(1) (1) Excellent",2,2,3,1,2,3
"5287",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,12000,9.39274525863144,"(1) (1) Excellent",2,2,4,2,2,2
"5288",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,50000,10.8197982842103,"(2) (2) Very good",2,2,4,2,2,2
"5289",FALSE,NA,NA,NA,NA,NA,NA,NA,3000,8.00670084544037,NA,NA,NA,NA,NA,NA,NA
"5290",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,17000,9.74102744483773,"(2) (2) Very good",2,2,1,1,4,3
"5291",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,12,65000,11.0821579333748,"(1) (1) Excellent",1,1,2,1,2,1
"5292",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10,20000,9.90353755128617,"(4) (4) Fair",5,4,2,5,4,1
"5293",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,20000,9.90353755128617,"(2) (2) Very good",2,3,2,2,3,2
"5294",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,18000,9.7981825908907,"(3) (3) Good",4,2,1,5,3,2
"5295",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(2) (2) Very good",3,2,2,2,2,3
"5296",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,43000,10.6689786502192,"(4) (4) Fair",4,4,2,4,4,4
"5297",FALSE,NA,NA,NA,NA,NA,FALSE,12,22000,9.99884318585288,"(1) (1) Excellent",2,2,NA,2,2,2
"5298",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(1) (1) Excellent",2,1,3,2,3,3
"5299",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,45000,10.7144399907278,"(2) (2) Very good",1,1,2,2,4,3
"5300",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,"(4) (4) Fair",3,3,3,3,2,3
"5301",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(1) (1) Excellent",1,1,2,3,2,3
"5302",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",1,2,2,3,4,4
"5303",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,10000,9.21044036697652,"(3) (3) Good",2,1,3,1,5,3
"5304",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,74000,11.2118338856085,"(2) (2) Very good",2,1,3,2,3,2
"5305",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(1) (1) Excellent",1,1,4,1,1,2
"5306",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(3) (3) Good",2,2,2,2,2,2
"5307",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,15000,9.61587214452889,"(1) (1) Excellent",2,2,3,3,4,3
"5308",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",2,3,3,2,4,3
"5309",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,11,NA,NA,"(2) (2) Very good",2,2,3,2,3,3
"5310",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,60000,11.002116507732,"(1) (1) Excellent",2,2,1,3,4,2
"5311",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,20000,9.90353755128617,"(2) (2) Very good",2,2,4,1,2,2
"5312",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",1,1,1,1,3,1
"5313",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,25000,10.1266711030504,"(3) (3) Good",1,2,3,1,1,2
"5314",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,13000,9.47278155656217,"(3) (3) Good",2,3,3,4,4,2
"5315",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,21000,9.95232533461943,"(3) (3) Good",4,4,3,3,2,3
"5316",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,20000,9.90353755128617,"(3) (3) Good",1,1,4,1,2,1
"5317",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,65000,11.0821579333748,"(2) (2) Very good",2,2,1,4,4,1
"5318",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",4,4,4,4,4,4
"5319",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,80000,11.2897944135779,"(3) (3) Good",3,2,3,3,2,3
"5320",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,10000,9.21044036697652,"(3) (3) Good",3,4,2,4,3,3
"5321",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,34000,10.4341452149305,"(1) (1) Excellent",2,2,3,2,2,2
"5322",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,45000,10.7144399907278,"(2) (2) Very good",1,2,2,2,2,2
"5323",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,60000,11.002116507732,"(2) (2) Very good",1,2,2,3,2,2
"5324",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,22000,9.99884318585288,"(3) (3) Good",2,4,4,5,1,1
"5325",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,24000,10.0858507751287,"(2) (2) Very good",1,2,2,2,2,2
"5326",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,24000,10.0858507751287,"(2) (2) Very good",2,2,1,2,1,2
"5327",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,30000,10.3089859934221,"(2) (2) Very good",2,2,3,2,2,2
"5328",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,66000,11.0974251724089,"(2) (2) Very good",1,1,4,1,3,1
"5329",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,40000,10.5966597327836,"(1) (1) Excellent",2,1,2,1,2,1
"5330",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(1) (1) Excellent",1,2,1,2,1,5
"5331",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,50000,10.8197982842103,"(1) (1) Excellent",2,3,1,5,2,4
"5332",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,48000,10.7789771230064,"(1) (1) Excellent",2,3,2,2,2,2
"5333",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,35000,10.463131911492,"(3) (3) Good",3,3,3,2,2,2
"5334",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,42000,10.6454487065059,"(3) (3) Good",1,1,2,1,3,1
"5335",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",3,2,3,2,2,2
"5336",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,51000,10.8396005193574,"(2) (2) Very good",3,2,4,1,2,1
"5337",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,68000,11.1272776899325,"(2) (2) Very good",5,5,2,5,2,2
"5338",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(3) (3) Good",1,2,1,1,2,1
"5339",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,60000,11.002116507732,"(3) (3) Good",2,2,4,3,2,2
"5340",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,NA,NA,"(4) (4) Fair",5,5,3,4,4,5
"5341",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(2) (2) Very good",2,3,1,3,1,3
"5342",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",3,2,4,3,3,2
"5343",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,80000,11.2897944135779,"(3) (3) Good",4,2,4,4,4,3
"5344",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,80000,11.2897944135779,"(1) (1) Excellent",3,3,2,3,5,1
"5345",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,50000,10.8197982842103,"(2) (2) Very good",3,2,4,2,2,1
"5346",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,5000,8.5173931714189,"(4) (4) Fair",3,1,1,3,3,4
"5347",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(2) (2) Very good",2,4,1,5,3,4
"5348",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,0,"(1) (1) Excellent",2,2,3,2,2,2
"5349",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,"(2) (2) Very good",4,2,2,3,2,3
"5350",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,15000,9.61587214452889,"(1) (1) Excellent",4,3,1,2,3,2
"5351",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(2) (2) Very good",3,2,2,3,2,2
"5352",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,96000,11.4721138870624,"(2) (2) Very good",3,4,1,4,2,3
"5353",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,8,8000,8.98732181285012,"(4) (4) Fair",2,4,2,4,4,4
"5354",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",4,3,3,2,3,2
"5355",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,10,25000,10.1266711030504,"(2) (2) Very good",2,2,4,2,2,2
"5356",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,50000,10.8197982842103,"(3) (3) Good",3,2,4,2,2,2
"5357",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,15000,9.61587214452889,"(2) (2) Very good",3,2,2,4,3,2
"5358",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7000,8.8538082749772,"(3) (3) Good",1,2,1,1,2,1
"5359",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,15000,9.61587214452889,"(1) (1) Excellent",1,1,3,2,4,2
"5360",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(1) (1) Excellent",1,2,5,1,1,1
"5361",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,20000,9.90353755128617,"(3) (3) Good",2,2,3,3,2,2
"5362",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,15000,9.61587214452889,"(2) (2) Very good",3,3,2,3,2,3
"5363",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,11,NA,NA,"(3) (3) Good",1,1,2,1,2,1
"5364",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",3,2,2,2,4,5
"5365",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,60000,11.002116507732,"(1) (1) Excellent",3,2,1,3,4,4
"5366",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,35000,10.463131911492,"(1) (1) Excellent",2,2,4,2,2,2
"5367",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,60000,11.002116507732,"(3) (3) Good",3,2,2,2,2,2
"5368",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,39000,10.5713425658087,"(2) (2) Very good",2,2,3,2,3,2
"5369",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(3) (3) Good",2,2,4,3,3,4
"5370",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,31000,10.3417747410115,"(4) (4) Fair",2,3,4,2,1,2
"5371",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(2) (2) Very good",3,2,1,4,3,3
"5372",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,29000,10.2750855911327,"(2) (2) Very good",3,3,2,2,2,3
"5373",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(2) (2) Very good",4,4,2,4,4,3
"5374",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,52000,10.8590182281479,"(1) (1) Excellent",4,1,2,2,2,1
"5375",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",3,4,3,4,5,2
"5376",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(1) (1) Excellent",2,2,3,2,2,2
"5377",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,55000,10.9151066458675,"(1) (1) Excellent",3,1,4,2,1,2
"5378",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,79000,11.2772157895969,"(2) (2) Very good",2,1,1,1,2,1
"5379",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,14000,9.54688403461792,"(3) (3) Good",2,2,4,4,3,1
"5380",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,63000,11.0509058782636,"(3) (3) Good",1,4,1,3,2,2
"5381",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(3) (3) Good",4,3,2,3,2,2
"5382",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,12000,9.39274525863144,"(3) (3) Good",2,2,1,2,2,2
"5383",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,6000,8.69968140098951,"(1) (1) Excellent",3,2,2,2,2,2
"5384",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,11,NA,NA,"(1) (1) Excellent",2,2,2,3,2,3
"5385",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7,6000,8.69968140098951,"(2) (2) Very good",4,4,4,2,2,2
"5386",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,40000,10.5966597327836,"(3) (3) Good",1,2,3,1,1,1
"5387",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",3,4,3,3,3,4
"5388",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,45000,10.7144399907278,"(1) (1) Excellent",1,1,2,1,1,1
"5389",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,45000,10.7144399907278,"(1) (1) Excellent",2,1,2,2,2,1
"5390",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,45000,10.7144399907278,"(1) (1) Excellent",2,2,1,2,2,1
"5391",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,60000,11.002116507732,"(2) (2) Very good",3,2,4,2,1,2
"5392",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,38000,10.5453677541517,"(2) (2) Very good",3,2,3,2,2,3
"5393",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,11,2e+05,12.2060776455177,"(2) (2) Very good",2,2,2,2,2,2
"5394",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10,NA,NA,"(4) (4) Fair",2,2,3,2,3,1
"5395",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(3) (3) Good",2,2,2,3,3,2
"5396",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(1) (1) Excellent",1,1,1,1,2,1
"5397",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,66000,11.0974251724089,"(3) (3) Good",4,4,4,4,5,4
"5398",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(3) (3) Good",1,2,4,3,3,3
"5399",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,80000,11.2897944135779,"(3) (3) Good",3,2,4,3,3,4
"5400",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,30000,10.3089859934221,"(2) (2) Very good",3,2,4,3,2,2
"5401",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,7,50000,10.8197982842103,"(3) (3) Good",1,1,3,1,2,1
"5402",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,17000,9.74102744483773,"(2) (2) Very good",3,3,2,3,3,3
"5403",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,25000,10.1266711030504,"(3) (3) Good",3,3,3,3,3,2
"5404",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,44000,10.6919676399149,"(1) (1) Excellent",4,2,2,2,2,4
"5405",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,35000,10.463131911492,"(1) (1) Excellent",2,2,3,2,2,2
"5406",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,38000,10.5453677541517,"(1) (1) Excellent",2,1,3,1,2,2
"5407",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,28000,10.2399955028053,"(2) (2) Very good",2,2,5,3,2,2
"5408",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(3) (3) Good",2,1,1,3,4,2
"5409",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,35000,10.463131911492,"(3) (3) Good",2,2,3,3,3,1
"5410",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,49000,10.7995959850478,"(2) (2) Very good",2,2,3,2,2,2
"5411",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,6000,8.69968140098951,"(4) (4) Fair",4,4,3,4,3,2
"5412",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,25000,10.1266711030504,"(3) (3) Good",2,2,4,2,2,2
"5413",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,15000,9.61587214452889,"(3) (3) Good",2,2,4,2,2,2
"5414",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,"(1) (1) Excellent",2,2,4,2,2,2
"5415",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",3,3,4,1,2,1
"5416",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,31000,10.3417747410115,"(3) (3) Good",2,2,4,1,1,1
"5417",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,38000,10.5453677541517,"(2) (2) Very good",1,1,5,1,1,1
"5418",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,18000,9.7981825908907,"(1) (1) Excellent",3,1,4,1,1,1
"5419",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,30000,10.3089859934221,"(1) (1) Excellent",2,2,1,2,1,1
"5420",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,18000,9.7981825908907,"(4) (4) Fair",3,2,5,1,5,1
"5421",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,11000,9.30574145673943,"(3) (3) Good",3,3,2,2,3,3
"5422",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,35000,10.463131911492,"(1) (1) Excellent",1,1,4,2,2,1
"5423",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,20000,9.90353755128617,"(2) (2) Very good",3,2,4,2,3,3
"5424",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,25000,10.1266711030504,"(1) (1) Excellent",1,1,1,2,1,1
"5425",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,25000,10.1266711030504,"(4) (4) Fair",5,5,1,2,5,1
