"female","age","race","hispanic","education","income","log_income"
0,53,"White",0,"Some college",37000,10.5186731916264
0,65,"White",0,"HS",97000,11.4824662574855
0,29,"White",0,"HS",79000,11.2772031314492
0,64,"White",0,"HS",30800,10.3352699689617
0,54,"White",0,"4+ years college",125590,11.7407779120122
0,29,"Black/African American/Negro",0,"HS",24000,10.0858091093301
1,39,"Three or more major races",0,"Some college",42500,10.6572593549125
0,17,"White",0,"Some HS",3000,8.00636756765025
1,27,"White",1,"HS",13500,9.51044496442652
0,64,"White",0,"HS",72000,11.1844213979982
1,69,"Japanese",0,"HS",12500,9.43348392329039
1,77,"White",0,"Some college",18300,9.81465633882951
0,67,"White",0,"4+ years college",225550,12.3262971428365
0,79,"White",0,"HS",41100,10.6237634004843
0,26,"White",0,"Some college",36000,10.4912742174382
0,53,"Other Asian or Pacific Islander",0,"Some college",200000,12.2060726455302
1,57,"White",0,"Some college",48000,10.77895628989
1,90,"White",0,"HS",8000,8.98719682066197
1,61,"White",1,"4+ years college",51000,10.8395809117065
0,66,"White",0,"4+ years college",73500,11.2050406852009
0,26,"White",0,"4+ years college",65000,11.0821425488778
0,21,"Two major races",0,"Some HS",8400,9.03598698483141
1,47,"White",0,"Some college",60,4.0943445622221
1,81,"White",0,"Some college",60000,11.0020998412042
0,49,"White",0,"4+ years college",75000,11.2252433925184
0,68,"White",0,"4+ years college",110000,11.6082356447746
0,68,"White",0,"4+ years college",22000,9.99879773234045
0,44,"White",0,"HS",27000,10.2035921449865
0,27,"White",0,"HS",17000,9.74096862303835
0,38,"White",1,"4+ years college",273000,12.5172270741671
0,61,"White",0,"HS",36700,10.5105320340427
1,65,"Black/African American/Negro",0,"HS",28800,10.268130666124
1,60,"White",1,"Some college",46000,10.7363966754712
0,27,"Two major races",1,"Some college",37000,10.5186731916264
1,30,"White",0,"4+ years college",53000,10.8780471925343
0,54,"White",0,"Some HS",12500,9.43348392329039
1,57,"White",0,"4+ years college",65000,11.0821425488778
1,57,"White",0,"Some HS",20800,9.94270826568941
0,37,"White",0,"Some college",4000,8.29404964010203
0,41,"White",0,"4+ years college",120000,11.6952470217642
0,43,"White",0,"HS",82000,11.3144745262464
1,27,"Other race, nec",1,"4+ years college",35000,10.4631033404715
0,45,"White",0,"4+ years college",108500,11.5945054519627
1,38,"White",0,"Some college",15000,9.61580548008435
1,31,"Chinese",0,"4+ years college",45000,10.7144177687525
0,69,"White",0,"4+ years college",172900,12.0604686716714
0,39,"White",0,"HS",25000,10.1266311038503
0,26,"White",1,"Some college",30000,10.3089526606443
1,16,"White",0,"Some HS",7000,8.85366542803745
0,63,"White",0,"Some college",115000,11.6526874073454
1,82,"Other race, nec",1,"No HS",9600,9.16951837745593
1,27,"Black/African American/Negro",0,"HS",9800,9.19013766465866
0,64,"White",0,"HS",103000,11.5424842672118
0,37,"Other Asian or Pacific Islander",0,"4+ years college",40000,10.5966347330961
0,15,"White",0,"Some HS",150,5.01063529409626
1,63,"White",0,"4+ years college",113300,11.6377944470161
1,17,"White",0,"Some HS",7500,8.9226582995244
0,25,"White",0,"Some HS",26000,10.1658518170036
1,37,"Black/African American/Negro",0,"HS",63000,11.0508900053737
1,22,"White",0,"Some college",16020,9.68159322062235
1,20,"White",0,"Some college",11200,9.32366905728319
1,48,"White",0,"4+ years college",20000,9.90348755253613
1,43,"Other Asian or Pacific Islander",0,"4+ years college",55000,10.9150884642146
0,33,"White",1,"Some college",67000,11.1124478983731
1,37,"Japanese",0,"HS",12000,9.39266192877014
1,81,"Two major races",0,"No HS",6000,8.69951474821019
1,55,"Black/African American/Negro",0,"4+ years college",38400,10.5558127385758
1,22,"White",0,"Some college",15000,9.61580548008435
0,39,"White",0,"Some college",17000,9.74096862303835
0,70,"White",0,"HS",62000,11.0348896640272
1,51,"White",1,"No HS",19200,9.86266555801587
0,33,"Two major races",1,"HS",16800,9.72913416539135
1,56,"White",0,"Some college",11700,9.36734412078585
1,27,"White",0,"4+ years college",42000,10.6454248972655
0,54,"Other race, nec",0,"HS",30900,10.3385114628858
1,48,"White",0,"4+ years college",76200,11.2411167416747
0,63,"White",1,"HS",22800,10.0345158149425
1,58,"White",0,"Some college",23000,10.0432494949113
1,57,"White",0,"HS",34900,10.4602421081905
0,32,"White",0,"Some HS",1200,7.09007683577609
1,37,"White",0,"Some college",42000,10.6454248972655
1,61,"White",0,"4+ years college",63000,11.0508900053737
0,69,"White",0,"Some college",13700,9.52515111181622
1,62,"White",0,"4+ years college",114800,11.6509467628676
1,30,"Black/African American/Negro",0,"HS",31600,10.360912399575
1,70,"Black/African American/Negro",0,"HS",13100,9.48036750918924
1,63,"White",0,"Some college",57000,10.9508065468167
1,66,"White",0,"HS",2500,7.82404601085629
0,24,"White",0,"HS",20000,9.90348755253613
0,17,"White",0,"Some HS",2400,7.78322401633604
1,19,"White",0,"HS",8400,9.03598698483141
1,17,"White",0,"No HS",500,6.21460809842219
0,59,"White",0,"Some college",65000,11.0821425488778
1,67,"White",0,"Some college",81400,11.3071305519906
0,66,"Chinese",0,"Some HS",6000,8.69951474821019
0,67,"White",0,"HS",24200,10.0941079121448
0,63,"White",0,"Some HS",7900,8.97461803845511
0,43,"White",1,"Some college",10000,9.21034037197618
0,61,"White",0,"Some college",50000,10.8197782844103
1,48,"White",0,"HS",20000,9.90348755253613
1,78,"White",0,"HS",7700,8.94897560784178
0,45,"White",0,"HS",67000,11.1124478983731
1,86,"White",0,"HS",24000,10.0858091093301
0,44,"Black/African American/Negro",0,"HS",9000,9.10497985631836
1,39,"White",0,"Some college",47000,10.7579028806922
0,41,"White",0,"4+ years college",338000,12.7308011744652
1,73,"White",0,"4+ years college",68900,11.1404114570018
1,55,"Black/African American/Negro",0,"HS",16800,9.72913416539135
1,72,"White",0,"4+ years college",35600,10.4801009168401
1,53,"White",0,"HS",5600,8.63052187672324
1,51,"Other race, nec",1,"Some college",115000,11.6526874073454
1,57,"Black/African American/Negro",0,"HS",19600,9.88328484521861
0,61,"White",1,"No HS",7400,8.90923527919226
1,41,"White",1,"Some HS",22000,9.99879773234045
0,17,"White",0,"Some HS",4900,8.49699048409872
1,21,"Other race, nec",1,"HS",27000,10.2035921449865
1,43,"White",1,"HS",29000,10.2750511089686
1,52,"White",0,"Some college",55000,10.9150884642146
0,33,"White",0,"Some college",1200,7.09007683577609
0,67,"White",0,"4+ years college",102800,11.5405406320032
0,34,"White",0,"HS",15200,9.62905070683437
1,33,"Other Asian or Pacific Islander",0,"Some college",30000,10.3089526606443
1,86,"White",0,"4+ years college",17800,9.78695373628018
0,38,"Black/African American/Negro",0,"4+ years college",120000,11.6952470217642
1,59,"White",0,"HS",70100,11.1576780730227
0,28,"Two major races",1,"HS",20000,9.90348755253613
1,62,"White",0,"HS",13900,9.53964411911878
1,75,"White",0,"Some HS",13200,9.48797210857446
1,68,"White",1,"Some HS",6600,8.79482492801452
0,53,"White",0,"4+ years college",110000,11.6082356447746
0,70,"White",0,"Some college",17000,9.74096862303835
0,32,"Other race, nec",1,"4+ years college",73600,11.206400304717
1,18,"White",0,"Some college",1140,7.03878354138854
1,65,"Other race, nec",1,"No HS",11200,9.32366905728319
1,35,"White",0,"HS",25000,10.1266311038503
0,73,"White",0,"HS",16800,9.72913416539135
0,84,"White",1,"No HS",7200,8.88183630500415
1,62,"White",0,"HS",14200,9.56099724358935
1,39,"Black/African American/Negro",0,"HS",26000,10.1658518170036
0,29,"Black/African American/Negro",0,"Some college",16000,9.68034400122192
0,26,"White",1,"4+ years college",35000,10.4631033404715
0,34,"White",0,"Some college",35000,10.4631033404715
1,61,"White",0,"Some college",5000,8.51719319141624
1,65,"White",0,"4+ years college",44400,10.7009947484203
1,58,"White",0,"HS",150000,11.9183905730784
0,46,"White",0,"Some college",200000,12.2060726455302
0,75,"White",0,"Some college",18400,9.82010594359708
0,18,"White",0,"Some college",2000,7.60090245954208
0,35,"White",0,"Some college",170000,12.0435537160324
0,58,"White",0,"4+ years college",50000,10.8197782844103
1,77,"White",0,"HS",9600,9.16951837745593
0,52,"White",0,"4+ years college",135000,11.8130300574206
0,72,"White",0,"HS",25600,10.1503476304677
1,41,"White",0,"4+ years college",100000,11.5129254649702
1,51,"Other race, nec",1,"Some college",17000,9.74096862303835
0,61,"Black/African American/Negro",0,"4+ years college",45000,10.7144177687525
0,54,"White",0,"HS",60000,11.0020998412042
0,68,"White",0,"4+ years college",81400,11.3071305519906
0,63,"White",0,"4+ years college",16000,9.68034400122192
1,21,"White",0,"Some college",15000,9.61580548008435
0,39,"White",0,"4+ years college",96050,11.4726241681967
0,63,"White",0,"Some college",68000,11.1272629841582
1,52,"Black/African American/Negro",0,"HS",65000,11.0821425488778
0,30,"White",0,"4+ years college",103090,11.5433576720904
0,44,"American Indian or Alaska Native",1,"4+ years college",82000,11.3144745262464
0,32,"White",0,"HS",30000,10.3089526606443
0,63,"White",0,"4+ years college",9070,9.11272754310918
1,65,"White",0,"HS",14600,9.58877680769643
0,49,"Chinese",0,"4+ years college",107000,11.580584113444
1,80,"Two major races",0,"No HS",5900,8.68270762989381
0,25,"White",1,"HS",44200,10.6964800680658
0,21,"White",1,"Some college",10000,9.21034037197618
1,47,"Other race, nec",0,"Some college",20000,9.90348755253613
1,40,"Other Asian or Pacific Islander",0,"4+ years college",70000,11.1562505210315
0,27,"American Indian or Alaska Native",0,"4+ years college",11000,9.30565055178051
1,37,"White",0,"4+ years college",55000,10.9150884642146
0,94,"White",0,"HS",91450,11.423547653819
0,55,"White",1,"HS",38400,10.5558127385758
1,56,"White",0,"4+ years college",60050,11.0029328275081
0,51,"White",0,"HS",23800,10.0774408596596
0,33,"Black/African American/Negro",0,"Some college",18200,9.80917687306489
0,34,"White",0,"4+ years college",35600,10.4801009168401
1,76,"White",0,"HS",19000,9.85219425814858
1,38,"Chinese",0,"4+ years college",86000,11.3621025752356
0,34,"White",0,"HS",20000,9.90348755253613
1,50,"White",0,"Some college",62000,11.0348896640272
0,44,"Other Asian or Pacific Islander",0,"Some college",105000,11.5617156291397
0,67,"White",0,"4+ years college",44900,10.7121930737303
1,54,"White",0,"4+ years college",44000,10.6919449129004
1,38,"Other Asian or Pacific Islander",0,"HS",30000,10.3089526606443
0,19,"White",0,"Some college",23000,10.0432494949113
1,40,"White",1,"4+ years college",20000,9.90348755253613
0,54,"White",0,"4+ years college",110900,11.6163841733385
1,19,"White",0,"HS",23000,10.0432494949113
0,39,"White",0,"Some college",60000,11.0020998412042
1,74,"White",0,"HS",12900,9.46498259034976
0,63,"White",0,"4+ years college",60000,11.0020998412042
1,34,"White",0,"Some college",26000,10.1658518170036
1,43,"White",0,"Some college",42000,10.6454248972655
1,22,"Other Asian or Pacific Islander",0,"Some college",20000,9.90348755253613
1,69,"Japanese",0,"Some college",26700,10.1924188443883
1,26,"White",0,"Some college",40000,10.5966347330961
1,41,"White",1,"4+ years college",62000,11.0348896640272
0,69,"White",0,"No HS",25000,10.1266311038503
0,70,"White",0,"HS",35000,10.4631033404715
0,38,"Black/African American/Negro",1,"HS",42000,10.6454248972655
0,24,"White",0,"Some college",1150,7.0475172213573
1,35,"White",0,"HS",28900,10.2715968741005
0,23,"White",0,"HS",32000,10.3734911817819
1,78,"White",0,"HS",18400,9.82010594359708
1,44,"White",0,"4+ years college",1500,7.3132203870903
1,16,"White",0,"Some HS",8800,9.0825070004663
0,26,"Black/African American/Negro",0,"HS",45000,10.7144177687525
1,60,"White",0,"HS",6000,8.69951474821019
0,45,"White",0,"4+ years college",10000,9.21034037197618
1,40,"White",0,"HS",12700,9.44935727244668
0,43,"Black/African American/Negro",0,"HS",23000,10.0432494949113
1,73,"White",0,"HS",62000,11.0348896640272
1,59,"White",0,"Some college",16900,9.73506890091116
1,30,"Two major races",1,"HS",12000,9.39266192877014
0,15,"White",0,"No HS",8900,9.09380655572023
0,58,"White",0,"4+ years college",463000,13.0454823330684
1,51,"White",0,"HS",4750,8.46589989702869
1,52,"Other race, nec",1,"HS",110000,11.6082356447746
1,46,"White",0,"4+ years college",56000,10.9331069697173
1,33,"White",0,"Some college",7000,8.85366542803745
1,22,"Other race, nec",1,"Some college",900,6.80239476332431
1,22,"Black/African American/Negro",0,"Some college",13000,9.47270463644367
1,35,"White",0,"Some college",130000,11.7752897294377
1,62,"White",0,"HS",44000,10.6919449129004
0,60,"White",0,"HS",12000,9.39266192877014
1,37,"White",0,"4+ years college",30000,10.3089526606443
1,63,"White",0,"HS",33000,10.4042628404486
0,51,"White",1,"Some college",80000,11.289781913656
0,18,"White",0,"Some HS",2500,7.82404601085629
1,48,"White",1,"4+ years college",40000,10.5966347330961
0,67,"White",0,"HS",15000,9.61580548008435
0,64,"White",0,"Some college",150000,11.9183905730784
0,47,"White",0,"HS",67000,11.1124478983731
1,49,"White",0,"HS",40000,10.5966347330961
1,24,"White",0,"4+ years college",45000,10.7144177687525
1,67,"White",1,"No HS",26700,10.1924188443883
1,61,"White",0,"HS",16400,9.70503661381229
0,19,"White",1,"HS",31200,10.3481733737976
0,33,"Two major races",0,"Some HS",25000,10.1266311038503
0,53,"Black/African American/Negro",0,"Some college",40000,10.5966347330961
0,49,"White",0,"4+ years college",103100,11.5434546700051
0,60,"Japanese",0,"HS",35000,10.4631033404715
1,52,"White",0,"HS",13300,9.49551931420985
0,27,"White",0,"Some college",52000,10.8589989975636
1,72,"White",0,"HS",10800,9.28730141311231
0,21,"Other race, nec",1,"Some college",14000,9.5468126085974
0,38,"White",0,"HS",35000,10.4631033404715
0,81,"White",0,"No HS",16800,9.72913416539135
1,57,"White",0,"4+ years college",155300,11.9531140091368
0,25,"White",0,"4+ years college",32000,10.3734911817819
0,79,"White",0,"HS",38300,10.5532051751687
0,55,"White",1,"4+ years college",77800,11.2618967101665
1,35,"White",0,"4+ years college",70000,11.1562505210315
0,71,"Chinese",0,"HS",172700,12.0593112641348
0,23,"White",0,"HS",20000,9.90348755253613
0,58,"White",0,"HS",65000,11.0821425488778
1,55,"White",0,"HS",30000,10.3089526606443
1,23,"Black/African American/Negro",0,"Some college",45000,10.7144177687525
0,38,"White",0,"4+ years college",50000,10.8197782844103
1,56,"White",1,"HS",21000,9.95227771670556
1,54,"White",0,"4+ years college",48000,10.77895628989
1,85,"White",0,"4+ years college",10300,9.23989917421773
1,45,"White",0,"Some college",28000,10.2399597891573
0,42,"Black/African American/Negro",1,"HS",40000,10.5966347330961
1,74,"White",0,"HS",1400,7.24422751560335
0,50,"White",0,"4+ years college",75200,11.2279065099379
0,87,"White",0,"HS",27600,10.2255710517052
1,41,"White",1,"HS",30000,10.3089526606443
0,88,"White",0,"HS",21350,9.96880701865677
1,30,"Black/African American/Negro",0,"4+ years college",30000,10.3089526606443
1,25,"White",0,"4+ years college",42000,10.6454248972655
0,28,"White",0,"4+ years college",25880,10.1612257486148
1,65,"White",0,"HS",11600,9.35876037709446
0,35,"White",0,"Some college",38000,10.5453414387085
0,49,"White",0,"4+ years college",140000,11.8493977015914
0,26,"White",0,"HS",30000,10.3089526606443
0,66,"Black/African American/Negro",0,"HS",14000,9.5468126085974
0,79,"White",0,"HS",65000,11.0821425488778
1,56,"White",0,"HS",59000,10.9852927228879
1,42,"Black/African American/Negro",0,"HS",24000,10.0858091093301
0,23,"White",0,"4+ years college",7000,8.85366542803745
0,60,"White",0,"4+ years college",150000,11.9183905730784
1,63,"White",0,"HS",44600,10.7054891380082
1,39,"White",0,"4+ years college",180000,12.1007121298723
1,44,"White",0,"4+ years college",46000,10.7363966754712
1,39,"Other race, nec",1,"Some college",52000,10.8589989975636
1,41,"White",0,"4+ years college",13900,9.53964411911878
1,23,"White",0,"4+ years college",58000,10.9681982895286
1,36,"White",0,"Some college",1400,7.24422751560335
1,39,"White",0,"4+ years college",117000,11.6699292137799
1,31,"Black/African American/Negro",0,"Some college",2200,7.69621263934641
1,36,"White",0,"4+ years college",41000,10.6213273456864
0,54,"Black/African American/Negro",0,"HS",40300,10.6041067479348
0,52,"Other race, nec",1,"HS",27000,10.2035921449865
1,52,"Black/African American/Negro",0,"HS",50000,10.8197782844103
1,73,"White",0,"HS",5000,8.51719319141624
1,25,"White",0,"HS",36000,10.4912742174382
1,66,"Two major races",0,"4+ years college",183000,12.1172414318236
1,67,"White",0,"4+ years college",13200,9.48797210857446
1,52,"White",1,"HS",26900,10.1998815655899
1,54,"White",0,"HS",14000,9.5468126085974
0,54,"White",1,"4+ years college",194000,12.1756134380455
1,34,"White",0,"HS",16000,9.68034400122192
0,24,"Other Asian or Pacific Islander",0,"HS",25000,10.1266311038503
0,49,"White",0,"4+ years college",75000,11.2252433925184
0,36,"Black/African American/Negro",0,"HS",49000,10.7995755770928
0,78,"White",0,"4+ years college",138500,11.8386256046095
0,34,"White",0,"4+ years college",170000,12.0435537160324
0,29,"Two major races",0,"4+ years college",54000,10.8967393255464
1,47,"Black/African American/Negro",0,"4+ years college",125000,11.7360690162844
0,17,"White",1,"Some HS",3810,8.24538446812075
