"female","age","race","hispanic","education","income","log_income"
1,75,"White",0,"4+ years college",7700,8.94897560784178
0,19,"White",0,"HS",290,5.66988092298052
0,17,"Black/African American/Negro",0,"Some HS",300,5.7037824746562
1,49,"White",0,"4+ years college",9400,9.14846496825809
1,54,"Black/African American/Negro",0,"4+ years college",70000,11.1562505210315
0,58,"White",0,"4+ years college",137000,11.8277362048103
0,31,"White",0,"4+ years college",103300,11.5453926551077
0,42,"White",0,"4+ years college",50000,10.8197782844103
1,73,"White",0,"HS",19900,9.89847501071258
1,26,"White",0,"4+ years college",36000,10.4912742174382
1,28,"Three or more major races",0,"Some college",30000,10.3089526606443
0,45,"White",0,"Some college",100000,11.5129254649702
1,52,"White",0,"Some college",26000,10.1658518170036
1,61,"White",0,"4+ years college",35000,10.4631033404715
0,59,"White",0,"Some college",89000,11.3963916487143
0,55,"White",0,"4+ years college",100000,11.5129254649702
0,79,"White",0,"HS",34500,10.4487146030195
1,36,"White",0,"4+ years college",15000,9.61580548008435
1,66,"White",0,"HS",10600,9.26860928010016
1,49,"White",0,"Some college",50000,10.8197782844103
0,37,"White",0,"HS",44000,10.6919449129004
1,57,"White",0,"4+ years college",63380,11.0569036332449
1,23,"American Indian or Alaska Native",0,"HS",9000,9.10497985631836
0,21,"Other race, nec",1,"HS",10000,9.21034037197618
0,39,"White",0,"4+ years college",638000,13.3660935623269
1,62,"White",0,"Some college",12400,9.42545175159313
1,33,"White",0,"4+ years college",20000,9.90348755253613
0,83,"White",0,"HS",19200,9.86266555801587
1,25,"White",1,"HS",37000,10.5186731916264
0,37,"White",0,"HS",25200,10.1345992734995
0,64,"White",0,"4+ years college",98000,11.4927227576527
0,56,"White",0,"HS",20000,9.90348755253613
1,81,"White",0,"HS",22100,10.0033328875058
1,71,"White",0,"4+ years college",33200,10.4103051549046
0,60,"White",0,"4+ years college",70000,11.1562505210315
1,59,"Other Asian or Pacific Islander",0,"HS",34100,10.4370526632716
0,32,"White",0,"4+ years college",200000,12.2060726455302
1,55,"Black/African American/Negro",0,"4+ years college",110400,11.6118654128251
1,29,"White",0,"4+ years college",45000,10.7144177687525
1,79,"White",0,"4+ years college",50300,10.8257603560878
1,44,"White",0,"4+ years college",12000,9.39266192877014
0,33,"White",0,"Some college",15000,9.61580548008435
0,52,"White",0,"Some college",84000,11.3385720778255
1,67,"White",0,"HS",15900,9.67407438820832
0,39,"White",0,"HS",38500,10.5584135202759
1,94,"White",0,"4+ years college",32800,10.3981837943722
1,21,"Black/African American/Negro",1,"HS",5100,8.53699581871242
1,52,"White",1,"Some college",25000,10.1266311038503
1,37,"White",0,"4+ years college",10000,9.21034037197618
1,65,"White",0,"HS",50080,10.821377005774
0,26,"White",0,"HS",18000,9.7981270368783
0,36,"White",1,"HS",45000,10.7144177687525
0,64,"Black/African American/Negro",0,"Some college",28500,10.2576593662567
0,61,"White",0,"4+ years college",65050,11.0829114839407
1,78,"White",0,"4+ years college",34200,10.4399809230507
0,44,"White",0,"HS",8000,8.98719682066197
1,43,"White",0,"4+ years college",6700,8.80986280537906
0,30,"Other race, nec",1,"No HS",12000,9.39266192877014
1,59,"White",0,"4+ years college",30000,10.3089526606443
1,60,"White",0,"4+ years college",55000,10.9150884642146
0,29,"Black/African American/Negro",0,"4+ years college",125000,11.7360690162844
1,34,"Black/African American/Negro",0,"4+ years college",83000,11.3265958867787
1,69,"White",0,"4+ years college",51700,10.8532130604965
0,42,"White",0,"Some college",65000,11.0821425488778
0,57,"White",0,"Some college",41000,10.6213273456864
1,70,"White",0,"4+ years college",95500,11.4668815264688
1,51,"White",0,"4+ years college",134000,11.805595078933
0,18,"White",0,"HS",1000,6.90775527898214
0,58,"White",0,"Some college",59200,10.9886768208721
1,20,"White",0,"HS",12500,9.43348392329039
0,52,"White",0,"HS",80000,11.289781913656
1,26,"White",0,"Some college",33000,10.4042628404486
1,69,"Japanese",0,"Some HS",11200,9.32366905728319
1,88,"Japanese",0,"HS",433000,12.9784930069846
0,61,"Other Asian or Pacific Islander",0,"Some college",75000,11.2252433925184
1,61,"White",0,"No HS",17700,9.78131991856192
1,32,"Three or more major races",0,"4+ years college",90000,11.4075649493124
0,67,"White",0,"HS",72700,11.1940966635216
1,73,"White",0,"HS",8400,9.03598698483141
0,57,"White",0,"Some college",605000,13.312983737013
1,59,"White",0,"HS",59000,10.9852927228879
1,53,"White",0,"4+ years college",130000,11.7752897294377
0,32,"White",0,"4+ years college",113900,11.6430761494353
0,71,"White",0,"4+ years college",106000,11.5711943730942
1,68,"White",0,"4+ years college",13400,9.503009985939
1,88,"White",0,"No HS",14400,9.57498348556409
0,69,"White",0,"4+ years college",95000,11.4616321705827
1,49,"White",0,"4+ years college",74000,11.2118203721863
1,20,"White",0,"Some college",2000,7.60090245954208
1,37,"White",0,"4+ years college",32000,10.3734911817819
0,54,"White",0,"HS",48000,10.77895628989
0,77,"White",0,"Some college",206400,12.2375713125895
1,49,"White",1,"HS",20200,9.9134378833893
0,66,"White",0,"HS",28800,10.268130666124
1,26,"Japanese",0,"4+ years college",58000,10.9681982895286
0,92,"White",0,"HS",34900,10.4602421081905
0,68,"White",0,"4+ years college",2000,7.60090245954208
1,50,"White",0,"Some college",87000,11.3736633976367
0,23,"Two major races",0,"Some college",18300,9.81465633882951
0,24,"White",0,"Some college",18000,9.7981270368783
0,27,"White",1,"Some HS",25000,10.1266311038503
0,33,"White",0,"4+ years college",80000,11.289781913656
1,29,"Black/African American/Negro",0,"HS",37600,10.534759329378
0,24,"White",0,"HS",25000,10.1266311038503
1,53,"White",0,"Some college",25000,10.1266311038503
1,73,"White",0,"HS",9600,9.16951837745593
0,46,"Black/African American/Negro",0,"Some college",47000,10.7579028806922
0,31,"White",0,"HS",13300,9.49551931420985
0,75,"White",0,"4+ years college",34600,10.4516089610458
1,47,"Black/African American/Negro",0,"HS",4000,8.29404964010203
0,19,"White",0,"Some college",3960,8.28399930424853
0,48,"Black/African American/Negro",0,"Some college",54900,10.9132686274976
1,46,"Other Asian or Pacific Islander",0,"4+ years college",84000,11.3385720778255
1,34,"White",0,"Some college",50000,10.8197782844103
1,71,"White",0,"4+ years college",12210,9.41001056710475
1,64,"White",0,"HS",49400,10.807705703176
0,70,"Black/African American/Negro",0,"HS",20000,9.90348755253613
0,38,"White",0,"HS",35000,10.4631033404715
1,25,"Other Asian or Pacific Islander",0,"4+ years college",8200,9.01188943325234
0,31,"White",1,"Some college",27700,10.2291876921754
1,26,"Chinese",0,"HS",30500,10.3254819625955
1,63,"White",0,"Some college",45000,10.7144177687525
1,48,"White",0,"Some college",19700,9.88837391472608
0,45,"White",0,"4+ years college",50000,10.8197782844103
0,70,"White",0,"4+ years college",36600,10.5078035193895
0,52,"White",0,"4+ years college",110000,11.6082356447746
0,58,"White",0,"Some college",10590,9.26766543859545
1,27,"Black/African American/Negro",0,"Some college",50000,10.8197782844103
1,62,"White",0,"HS",23000,10.0432494949113
0,53,"White",1,"HS",79000,11.2772031314492
1,60,"White",0,"HS",29000,10.2750511089686
1,55,"White",0,"HS",35000,10.4631033404715
1,67,"Other Asian or Pacific Islander",0,"HS",9200,9.12695876303713
1,65,"White",0,"Some college",12000,9.39266192877014
1,54,"White",0,"No HS",1400,7.24422751560335
1,69,"Black/African American/Negro",0,"Some college",10900,9.29651806821724
1,33,"White",0,"Some college",70000,11.1562505210315
0,78,"White",0,"HS",56600,10.9437642641913
0,52,"White",0,"Some college",63010,11.0510487229361
1,46,"White",0,"Some college",72000,11.1844213979982
0,57,"White",0,"HS",61000,11.0186291431554
0,27,"White",0,"Some college",42500,10.6572593549125
1,44,"White",0,"HS",15500,9.64859530290734
1,35,"White",0,"4+ years college",48000,10.77895628989
1,69,"White",0,"Some college",12500,9.43348392329039
0,25,"White",0,"HS",26000,10.1658518170036
0,65,"White",0,"HS",18000,9.7981270368783
0,41,"Other race, nec",1,"No HS",30000,10.3089526606443
1,59,"White",0,"HS",19000,9.85219425814858
1,79,"White",0,"Some college",24900,10.1226230824528
1,59,"White",0,"4+ years college",20000,9.90348755253613
1,33,"White",0,"HS",23000,10.0432494949113
1,37,"White",0,"Some college",45000,10.7144177687525
1,62,"White",0,"Some college",46100,10.7385682289847
0,29,"Chinese",0,"4+ years college",40000,10.5966347330961
0,38,"White",0,"HS",49800,10.8157702630127
1,78,"White",0,"Some college",36400,10.5023240536248
1,43,"White",1,"Some HS",20000,9.90348755253613
1,50,"White",0,"Some HS",52400,10.8666618703091
1,27,"Other Asian or Pacific Islander",0,"Some college",38000,10.5453414387085
1,34,"Black/African American/Negro",0,"Some college",24000,10.0858091093301
0,47,"White",1,"HS",6000,8.69951474821019
0,30,"White",0,"HS",6000,8.69951474821019
0,41,"White",0,"4+ years college",100000,11.5129254649702
0,36,"White",1,"No HS",88000,11.3850920934603
1,80,"White",0,"Some HS",20200,9.9134378833893
0,69,"White",0,"No HS",92000,11.4295438560312
0,47,"White",0,"4+ years college",492000,13.1062339954744
0,86,"White",0,"Some HS",89200,11.3986363185681
1,43,"White",0,"4+ years college",63000,11.0508900053737
1,88,"White",0,"Some college",11900,9.38429367909962
1,59,"White",0,"4+ years college",21400,9.97114620100994
0,86,"White",0,"No HS",68000,11.1272629841582
0,54,"White",1,"No HS",37800,10.5400643816077
0,61,"White",0,"HS",25000,10.1266311038503
0,49,"White",1,"No HS",17800,9.78695373628018
1,26,"White",1,"No HS",23400,10.0604913013458
1,63,"White",0,"4+ years college",60600,11.0120501720574
0,19,"White",1,"Some HS",25000,10.1266311038503
0,49,"White",0,"HS",10000,9.21034037197618
0,26,"White",1,"4+ years college",32000,10.3734911817819
1,60,"White",0,"HS",35000,10.4631033404715
0,45,"Two major races",0,"4+ years college",98000,11.4927227576527
1,51,"White",0,"No HS",5000,8.51719319141624
1,94,"White",0,"HS",51100,10.8415397761918
0,65,"Black/African American/Negro",0,"HS",36200,10.4968143978139
1,79,"White",0,"HS",1500,7.3132203870903
0,44,"White",1,"Some HS",15000,9.61580548008435
1,86,"Black/African American/Negro",0,"No HS",7200,8.88183630500415
0,33,"Other Asian or Pacific Islander",0,"4+ years college",130000,11.7752897294377
0,44,"White",0,"HS",1170,7.0647590277918
0,35,"White",0,"Some college",120000,11.6952470217642
1,26,"White",1,"4+ years college",35000,10.4631033404715
0,28,"White",0,"4+ years college",21000,9.95227771670556
1,60,"Black/African American/Negro",0,"4+ years college",45000,10.7144177687525
0,40,"White",1,"Some college",35000,10.4631033404715
0,55,"Black/African American/Negro",0,"4+ years college",179000,12.0951410848229
1,39,"White",0,"4+ years college",65000,11.0821425488778
1,72,"White",0,"4+ years college",39300,10.5789797978574
0,34,"White",0,"4+ years college",84900,11.3492293722994
1,63,"White",0,"Some college",21000,9.95227771670556
0,52,"White",0,"HS",65880,11.0955901842916
0,30,"White",0,"HS",26000,10.1658518170036
0,48,"White",0,"4+ years college",56000,10.9331069697173
0,72,"White",0,"HS",20400,9.92329017983231
0,36,"White",0,"4+ years college",134000,11.805595078933
0,52,"White",0,"HS",82100,11.3156932954405
0,36,"White",0,"4+ years college",27000,10.2035921449865
0,69,"White",0,"Some college",2400,7.78322401633604
0,55,"White",0,"4+ years college",66200,11.1004357419251
0,36,"Other race, nec",1,"HS",23000,10.0432494949113
1,54,"White",0,"HS",43400,10.6782147200885
0,68,"Black/African American/Negro",0,"HS",31100,10.3449630981673
1,80,"White",0,"Some HS",30300,10.3189029914975
0,19,"White",0,"HS",1200,7.09007683577609
1,23,"White",0,"4+ years college",40000,10.5966347330961
1,27,"White",0,"HS",110,4.70048036579242
0,30,"White",0,"HS",51000,10.8395809117065
0,41,"White",0,"HS",61000,11.0186291431554
1,50,"White",0,"HS",7000,8.85366542803745
0,59,"White",1,"Some HS",11400,9.34136863438259
1,49,"Black/African American/Negro",0,"Some HS",26000,10.1658518170036
0,48,"White",0,"4+ years college",200000,12.2060726455302
0,43,"White",0,"4+ years college",68000,11.1272629841582
1,30,"White",0,"HS",6000,8.69951474821019
1,52,"White",0,"HS",56000,10.9331069697173
1,52,"White",0,"4+ years college",18000,9.7981270368783
0,24,"Other race, nec",1,"Some HS",32000,10.3734911817819
0,42,"White",0,"4+ years college",250000,12.4292161968444
1,17,"White",0,"HS",520,6.25382881157547
1,46,"White",0,"4+ years college",35000,10.4631033404715
0,69,"Other Asian or Pacific Islander",0,"HS",20000,9.90348755253613
0,17,"White",0,"Some HS",160,5.07517381523383
1,46,"Other race, nec",1,"4+ years college",35000,10.4631033404715
0,53,"White",0,"No HS",31200,10.3481733737976
1,23,"Other Asian or Pacific Islander",0,"HS",26000,10.1658518170036
1,55,"White",0,"4+ years college",82000,11.3144745262464
0,62,"White",0,"HS",35100,10.465956409454
1,37,"Other Asian or Pacific Islander",0,"4+ years college",42000,10.6454248972655
1,75,"White",0,"4+ years college",39000,10.5713169251118
0,48,"White",0,"4+ years college",62000,11.0348896640272
1,41,"Other race, nec",1,"Some HS",9400,9.14846496825809
0,20,"Black/African American/Negro",0,"HS",6300,8.74830491237962
0,29,"White",0,"Some HS",20000,9.90348755253613
0,63,"White",0,"4+ years college",162000,11.9953516142145
0,34,"White",0,"4+ years college",57800,10.9647440546605
0,58,"White",0,"HS",16300,9.69892038679485
1,42,"White",0,"HS",34000,10.4341158035983
0,50,"Two major races",0,"4+ years college",83000,11.3265958867787
0,51,"White",0,"Some college",28000,10.2399597891573
1,51,"Black/African American/Negro",0,"HS",23490,10.064330077653
0,59,"White",0,"HS",70000,11.1562505210315
1,57,"Black/African American/Negro",0,"HS",17000,9.74096862303835
0,51,"White",0,"HS",60000,11.0020998412042
0,56,"White",0,"HS",50000,10.8197782844103
0,84,"White",0,"HS",28500,10.2576593662567
0,45,"White",0,"Some college",45000,10.7144177687525
1,58,"White",0,"4+ years college",55500,10.9241382997345
1,27,"Two major races",0,"Some college",40000,10.5966347330961
1,70,"White",0,"4+ years college",19300,9.86786037489298
1,47,"Black/African American/Negro",0,"Some college",48000,10.77895628989
0,30,"White",1,"Some HS",35000,10.4631033404715
0,63,"Three or more major races",1,"No HS",24300,10.0982316293286
0,35,"White",0,"4+ years college",93000,11.4403547721354
0,54,"White",0,"Some college",60000,11.0020998412042
0,58,"Black/African American/Negro",0,"Some college",26000,10.1658518170036
0,68,"White",0,"HS",31200,10.3481733737976
0,64,"Black/African American/Negro",0,"Some college",34200,10.4399809230507
1,45,"Other Asian or Pacific Islander",0,"4+ years college",61000,11.0186291431554
1,22,"White",0,"Some college",1000,6.90775527898214
0,40,"White",0,"4+ years college",60000,11.0020998412042
0,52,"American Indian or Alaska Native",1,"4+ years college",8000,8.98719682066197
1,69,"Black/African American/Negro",0,"4+ years college",12700,9.44935727244668
1,19,"White",0,"Some college",3000,8.00636756765025
1,46,"White",0,"4+ years college",75000,11.2252433925184
0,59,"White",0,"Some college",12000,9.39266192877014
1,21,"Chinese",0,"HS",29600,10.2955296403122
0,33,"White",0,"Some college",30000,10.3089526606443
1,40,"Black/African American/Negro",0,"Some HS",30000,10.3089526606443
0,49,"White",0,"4+ years college",103000,11.5424842672118
0,51,"Other Asian or Pacific Islander",0,"No HS",37000,10.5186731916264
0,73,"Two major races",0,"4+ years college",77400,11.2567420595778
1,30,"White",0,"Some college",55000,10.9150884642146
1,76,"White",0,"4+ years college",11900,9.38429367909962
0,49,"White",0,"HS",28500,10.2576593662567
0,30,"Two major races",0,"Some college",62000,11.0348896640272
1,75,"Other race, nec",1,"Some college",16300,9.69892038679485
1,69,"White",0,"4+ years college",27000,10.2035921449865
0,73,"White",0,"HS",35300,10.4716382429214
0,51,"White",0,"4+ years college",83000,11.3265958867787
0,75,"White",0,"HS",18700,9.83627880284268
0,61,"White",0,"HS",48000,10.77895628989
1,49,"Black/African American/Negro",0,"4+ years college",46000,10.7363966754712
1,71,"White",0,"4+ years college",82320,11.3183693705079
1,77,"White",0,"HS",9000,9.10497985631836
1,50,"White",0,"4+ years college",13100,9.48036750918924
1,38,"White",0,"4+ years college",75020,11.2255100236359
1,37,"White",0,"4+ years college",18500,9.82552601106642
1,60,"White",0,"Some college",32000,10.3734911817819
1,56,"Other race, nec",1,"HS",5400,8.59415423255237
1,27,"White",0,"HS",47000,10.7579028806922
1,67,"White",1,"No HS",8800,9.0825070004663
1,19,"Other race, nec",1,"Some college",1000,6.90775527898214
0,65,"Black/African American/Negro",1,"No HS",14400,9.57498348556409
1,21,"White",0,"Some college",24000,10.0858091093301
1,30,"White",0,"Some college",33100,10.4072885613652
0,58,"White",0,"Some college",419000,12.9456261989043
1,35,"White",0,"Some college",100000,11.5129254649702
1,54,"White",0,"HS",56000,10.9331069697173
1,65,"White",0,"HS",30000,10.3089526606443
1,24,"Black/African American/Negro",0,"4+ years college",19100,9.85744361403472
0,32,"White",0,"4+ years college",65000,11.0821425488778
1,69,"White",0,"HS",10700,9.27799902045
1,45,"Black/African American/Negro",0,"Some college",4000,8.29404964010203
0,54,"White",0,"4+ years college",70000,11.1562505210315
1,70,"White",0,"Some HS",15200,9.62905070683437
0,27,"White",0,"Some college",12000,9.39266192877014
0,29,"White",0,"HS",13880,9.5382042340608
0,48,"White",0,"Some college",100000,11.5129254649702
0,62,"White",0,"HS",47500,10.7684849900227
1,37,"Black/African American/Negro",0,"HS",23000,10.0432494949113
1,55,"Other Asian or Pacific Islander",0,"No HS",31700,10.3640719598654
0,57,"White",1,"HS",19200,9.86266555801587
0,38,"White",0,"HS",50000,10.8197782844103
1,86,"White",0,"HS",22400,10.0168162378431
1,62,"White",0,"4+ years college",53900,10.8948857568971
1,35,"White",0,"HS",11000,9.30565055178051
0,56,"White",0,"HS",41600,10.6358554462494
1,55,"White",0,"HS",45000,10.7144177687525
1,61,"White",0,"Some college",55000,10.9150884642146
0,32,"White",0,"HS",30500,10.3254819625955
1,43,"White",0,"HS",8600,9.0595174822416
0,53,"White",0,"Some college",18000,9.7981270368783
1,42,"White",0,"HS",35000,10.4631033404715
0,32,"White",0,"4+ years college",5000,8.51719319141624
0,38,"White",0,"4+ years college",75000,11.2252433925184
0,53,"White",1,"Some HS",25000,10.1266311038503
1,29,"White",0,"Some college",48000,10.77895628989
0,41,"Black/African American/Negro",0,"HS",35000,10.4631033404715
0,60,"White",0,"4+ years college",248000,12.4211840251471
1,34,"Black/African American/Negro",0,"4+ years college",30000,10.3089526606443
1,78,"Black/African American/Negro",0,"HS",8000,8.98719682066197
1,72,"White",0,"Some HS",18000,9.7981270368783
1,48,"White",0,"4+ years college",38000,10.5453414387085
1,79,"White",0,"HS",34000,10.4341158035983
0,17,"White",0,"Some HS",1000,6.90775527898214
0,67,"White",0,"4+ years college",232800,12.3579349948394
1,28,"Black/African American/Negro",0,"HS",20200,9.9134378833893
0,37,"White",0,"4+ years college",240000,12.3883942023241
0,26,"White",0,"HS",20800,9.94270826568941
0,45,"White",0,"4+ years college",220000,12.3013828253345
1,74,"White",0,"HS",12000,9.39266192877014
0,57,"White",0,"Some college",273000,12.5172270741671
1,72,"Black/African American/Negro",0,"HS",31200,10.3481733737976
0,17,"Two major races",0,"Some HS",400,5.99146454710798
1,47,"White",0,"HS",45300,10.7210623114711
0,53,"White",0,"4+ years college",105000,11.5617156291397
1,21,"White",0,"Some college",8000,8.98719682066197
1,51,"White",0,"4+ years college",80000,11.289781913656
1,64,"White",0,"HS",13900,9.53964411911878
0,65,"White",0,"Some college",95600,11.4679280990395
0,78,"White",0,"HS",21680,9.98414545555358
0,52,"White",1,"No HS",25000,10.1266311038503
1,40,"White",0,"4+ years college",100000,11.5129254649702
1,47,"White",0,"Some college",15000,9.61580548008435
0,77,"White",0,"4+ years college",15600,9.65502619323763
0,45,"Black/African American/Negro",0,"HS",18000,9.7981270368783
1,46,"White",0,"Some college",40800,10.6164373603923
1,51,"White",0,"HS",15000,9.61580548008435
1,62,"White",0,"4+ years college",3900,8.26873183211774
0,65,"White",0,"Some college",27400,10.2182982923762
1,95,"White",0,"Some college",116200,11.6630681233999
1,65,"Other race, nec",0,"Some college",55200,10.9187182322652
1,64,"White",0,"4+ years college",15500,9.64859530290734
1,33,"White",0,"4+ years college",296400,12.5994651724041
0,78,"White",0,"4+ years college",70000,11.1562505210315
1,83,"White",0,"HS",15700,9.6614159913364
0,72,"Other Asian or Pacific Islander",0,"4+ years college",39380,10.5810133521931
0,75,"White",0,"HS",21500,9.97580821411575
0,88,"White",0,"HS",13100,9.48036750918924
0,51,"White",0,"4+ years college",319000,12.672946381767
0,71,"Two major races",1,"Some HS",5900,8.68270762989381
1,29,"American Indian or Alaska Native",0,"Some college",26400,10.1811192891344
0,42,"White",0,"4+ years college",25000,10.1266311038503
1,39,"Other Asian or Pacific Islander",0,"HS",5100,8.53699581871242
0,38,"White",0,"HS",105000,11.5617156291397
0,24,"White",0,"4+ years college",60000,11.0020998412042
0,40,"Other race, nec",1,"No HS",15600,9.65502619323763
1,72,"White",0,"4+ years college",12270,9.41491253770496
1,44,"Two major races",0,"4+ years college",45000,10.7144177687525
1,60,"White",1,"4+ years college",11410,9.34224544285612
0,24,"Black/African American/Negro",0,"4+ years college",28000,10.2399597891573
0,39,"White",0,"4+ years college",42000,10.6454248972655
1,42,"White",0,"HS",8000,8.98719682066197
1,59,"White",0,"HS",20000,9.90348755253613
1,88,"White",0,"Some college",38560,10.5599707487245
1,60,"White",0,"HS",23000,10.0432494949113
1,26,"Black/African American/Negro",0,"4+ years college",30000,10.3089526606443
0,41,"White",1,"4+ years college",110000,11.6082356447746
0,94,"White",0,"4+ years college",55000,10.9150884642146
1,69,"White",0,"HS",29000,10.2750511089686
0,49,"White",0,"Some college",55000,10.9150884642146
0,80,"White",0,"HS",19600,9.88328484521861
1,19,"Two major races",0,"Some college",6700,8.80986280537906
0,69,"White",0,"4+ years college",86000,11.3621025752356
0,81,"White",0,"4+ years college",97200,11.4845259904485
0,63,"White",0,"Some college",60000,11.0020998412042
0,44,"White",0,"HS",24000,10.0858091093301
1,23,"Three or more major races",1,"HS",1200,7.09007683577609
0,27,"White",0,"HS",30000,10.3089526606443
0,26,"White",0,"HS",20000,9.90348755253613
1,72,"White",0,"Some college",11810,9.37670190919141
0,59,"White",0,"HS",34100,10.4370526632716
1,26,"White",1,"Some college",1200,7.09007683577609
0,94,"White",0,"4+ years college",13800,9.5324238711453
0,88,"White",0,"HS",14400,9.57498348556409
0,59,"White",0,"Some college",70000,11.1562505210315
0,90,"White",0,"HS",18300,9.81465633882951
0,36,"White",0,"Some college",60000,11.0020998412042
1,50,"Other race, nec",1,"Some college",52000,10.8589989975636
0,71,"White",0,"4+ years college",240000,12.3883942023241
0,72,"White",0,"Some college",44200,10.6964800680658
1,66,"White",0,"HS",34700,10.454494965935
0,76,"White",0,"HS",15520,9.64988479373721
0,19,"White",0,"HS",12500,9.43348392329039
1,43,"Other race, nec",1,"No HS",17000,9.74096862303835
0,44,"White",1,"HS",20000,9.90348755253613
0,27,"White",1,"4+ years college",6800,8.8246778911642
1,24,"White",0,"HS",5000,8.51719319141624
0,74,"White",0,"Some college",17500,9.76995615991161
1,69,"White",0,"HS",16000,9.68034400122192
1,36,"Two major races",0,"Some college",10000,9.21034037197618
0,63,"White",0,"HS",18000,9.7981270368783
1,78,"Other race, nec",1,"No HS",24500,10.1064283965328
0,51,"White",0,"Some college",25600,10.1503476304677
1,66,"White",0,"Some college",158000,11.9703503120091
1,63,"White",0,"Some college",7600,8.93590352627442
0,94,"White",0,"HS",25000,10.1266311038503
1,68,"White",0,"4+ years college",41500,10.6334487062188
0,69,"White",0,"4+ years college",95000,11.4616321705827
0,54,"White",0,"4+ years college",135000,11.8130300574206
1,22,"Black/African American/Negro",0,"Some college",16700,9.72316399840485
0,44,"Chinese",0,"HS",39600,10.5865843972426
1,78,"White",0,"4+ years college",13700,9.52515111181622
0,33,"White",1,"Some college",14000,9.5468126085974
1,38,"White",1,"HS",9630,9.17263850479217
0,73,"White",0,"Some college",42700,10.6619541992167
0,44,"White",0,"HS",72600,11.1927202008129
1,69,"Black/African American/Negro",0,"HS",24000,10.0858091093301
1,45,"White",0,"4+ years college",463000,13.0454823330684
1,53,"White",0,"4+ years college",150000,11.9183905730784
0,54,"White",0,"4+ years college",130000,11.7752897294377
0,20,"White",0,"HS",27000,10.2035921449865
0,65,"White",0,"4+ years college",9000,9.10497985631836
0,19,"White",0,"Some college",750,6.62007320653036
0,29,"Black/African American/Negro",0,"Some college",25000,10.1266311038503
0,43,"White",0,"4+ years college",120000,11.6952470217642
0,62,"White",0,"4+ years college",135000,11.8130300574206
1,22,"White",0,"4+ years college",15000,9.61580548008435
0,21,"White",0,"HS",38000,10.5453414387085
1,26,"White",0,"Some college",35000,10.4631033404715
0,57,"White",1,"4+ years college",5100,8.53699581871242
1,32,"White",0,"4+ years college",46000,10.7363966754712
0,70,"White",0,"Some college",45400,10.7232673840294
0,28,"White",0,"HS",20000,9.90348755253613
0,43,"White",0,"Some college",95000,11.4616321705827
1,62,"White",0,"4+ years college",150000,11.9183905730784
1,76,"White",0,"HS",22000,9.99879773234045
0,66,"White",0,"4+ years college",103000,11.5424842672118
0,39,"White",0,"4+ years college",75000,11.2252433925184
1,23,"White",0,"HS",2400,7.78322401633604
0,28,"White",0,"HS",45000,10.7144177687525
1,65,"White",0,"4+ years college",36400,10.5023240536248
0,43,"White",1,"No HS",25000,10.1266311038503
0,38,"White",0,"4+ years college",110200,11.610052175701
1,73,"Two major races",0,"4+ years college",31900,10.3703612887729
0,30,"White",0,"Some HS",10000,9.21034037197618
0,25,"Black/African American/Negro",0,"4+ years college",12500,9.43348392329039
0,69,"White",0,"Some college",261700,12.4749540885182
1,21,"White",0,"HS",14300,9.568014816248
0,37,"Black/African American/Negro",0,"Some college",44000,10.6919449129004
1,28,"Two major races",0,"4+ years college",100000,11.5129254649702
0,40,"White",0,"Some college",28000,10.2399597891573
0,37,"Black/African American/Negro",0,"HS",9300,9.13776967914135
0,48,"White",0,"4+ years college",188000,12.1441972418121
1,66,"White",0,"Some college",58000,10.9681982895286
0,76,"White",0,"4+ years college",37300,10.5267486056319
0,63,"White",0,"HS",12000,9.39266192877014
0,68,"White",0,"4+ years college",15400,9.64212278840172
1,30,"White",0,"4+ years college",80000,11.289781913656
1,30,"White",1,"4+ years college",37000,10.5186731916264
0,48,"White",0,"4+ years college",210000,12.2548628096996
1,32,"White",0,"4+ years college",3600,8.1886891244442
0,40,"Black/African American/Negro",0,"Some college",18500,9.82552601106642
1,50,"White",0,"HS",2700,7.90100705199242
0,65,"White",0,"4+ years college",16500,9.71111565988867
0,35,"White",0,"Some college",25000,10.1266311038503
1,47,"White",0,"4+ years college",63000,11.0508900053737
1,75,"Other race, nec",1,"No HS",14200,9.56099724358935
1,59,"White",0,"4+ years college",74000,11.2118203721863
0,27,"White",0,"Some college",42000,10.6454248972655
1,35,"White",0,"4+ years college",82680,11.3227330137957
0,25,"White",0,"HS",24000,10.0858091093301
1,75,"White",0,"4+ years college",13000,9.47270463644367
1,55,"White",0,"Some college",32700,10.3951303568853
0,29,"White",1,"HS",18000,9.7981270368783
1,79,"Black/African American/Negro",0,"HS",4800,8.47637119689598
0,34,"Black/African American/Negro",1,"HS",40000,10.5966347330961
1,58,"White",0,"4+ years college",130000,11.7752897294377
1,82,"White",0,"4+ years college",304800,12.6274111027946
0,39,"Black/African American/Negro",0,"Some college",23000,10.0432494949113
0,34,"White",1,"4+ years college",65000,11.0821425488778
0,57,"White",0,"4+ years college",15000,9.61580548008435
1,51,"Two major races",0,"Some college",10000,9.21034037197618
0,26,"White",0,"HS",1200,7.09007683577609
0,27,"White",0,"4+ years college",50000,10.8197782844103
0,53,"White",0,"4+ years college",506000,13.1342919482696
0,30,"Other Asian or Pacific Islander",0,"4+ years college",74000,11.2118203721863
1,41,"White",0,"HS",15200,9.62905070683437
